Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
80.8,-0.5990645143021793,0.04713644852445147,0.4922394300274332,0.8688692506880328,0.587071705915292,-0.7722937381556697,-0.6021482224783,0.04844769829225651,0.4897438997460192,8.957642215,2692011.208,87.5095336513,1303.44609163,86.86637007515144,-5.161799271324313,9.247056727413529,1.987881865199108,-1.059487142925781,0.08327560582043247,-0.5747155499108252,-1.032225921975094,-1.612782567819616,6.557741174856325,0.678767234387469,-31.73345913662802,86.86637007515144,-5.161799271324313,9.247056727413529,1292.411824962941,-153.511852854041,-71.25657524995108,-29.11585250050176,-41.62554620287516,-71.25657524995111,-83.7378881674388,-25.24609214121016,-2.918800562843694, 2090.825753,-10.77778801, 13.57676193,-10.77778801, 1504.674295, 4.016833303, 13.57676193, 4.016833303, 3145.737277,77.0283243,2478.31308,45.4878073115957,4.230296843114475,35.41069837717618,541.9644064717,541.96214561842,-1.624763556720337,8.083755513892322,199.9875714412169,-0.1740765312441108,-0.0669546995504291,-0.02615933402356549,0.982104942825141,0.2469839028689247,-0.4941409812148406,0.7446278895486176,0.3746370890796053,0.2458791463977061,-0.4963325182480735,0.7431689138675807,0.3753630804396483,6.0763392943635,-3.3815867781261,29.579570607754,29.745064928076,-95.170499238363,-1532003.797705302,-18119323.60596199,10321360.83554729,-1638736.166243886,-18109982.53315555,10321360.83554729,0.33758838988507,541.96214561842,3.262569917959e-09,3.49344158,0.980212434,1.52615824,34511650.7,87.4488672,3.49,-0.00344158472,1,0,-0.00344158472,-0.00344158472,0.0249158889,-0.0980810471,0.348,0,-0.0874999464,-0.218749866,-0.218876789,-0.218876789,0,-0.0138058594,-1,-1.57679451,0,200.002303,-200.002303,360,30,0.5235,0.5235,0.551857474,0,0,0,100,100,11.4580356,8.53923503,8.53923503,0,0.106395815,-0.106395815,-0.106395815,-0.0519849952,-0.0250166033,-0.218876789,-0.0763879994,-0.0763879994,0.0572909996,0.0572909996,-0.133678999,0,0,9.9,0.33,112733,204.968,1.29953,28.1369,419.724,-16.9612,30.7792,459.848,2564.88,129.156,129.156,29.5795697490703375,-95.1704983924561816,20909027.3510029018,-0.602148222478300021
80.9,-0.5088679660339521,0.105131608125204,0.4123035302000242,0.9394579363638931,0.5750139804184514,-0.8295432097493199,-0.5119503070373798,0.1064477433076169,0.4098088828151822,8.999282183,2698253.545,87.713071263,1303.41138297,87.06467678185869,-5.262579705579991,9.253657769214996,1.977626040984545,-0.9425611045269935,0.05765535887036322,-0.5565017577981188,-1.129005406541811,-1.540054402663081,6.555212974818506,0.6888000385110594,-31.85313666008775,87.06467678185869,-5.262579705579991,9.253657769214996,1292.355270869208,-153.6199739233301,-71.41421937620646,-29.17452237587818,-41.74253688293636,-71.41421937620647,-83.93519293822003,-25.29397396523762,-2.946377074734578, 2090.819537,-10.77778311, 13.57678972,-10.77778311, 1504.673868, 4.016880087, 13.57678972, 4.016880087, 3145.731324,77.02825791,2478.310944,45.48780514654914,4.23030048884981,35.41067770282451,542.25756787509,542.25530579969,-1.67414546471181,8.092471429164346,200.0333995609509,-0.1744982776694175,-0.06694376115251639,-0.02662242125396211,0.9820183962735821,0.2465460211569739,-0.4939889919717133,0.7446577876462501,0.3750662802228801,0.2454386320273052,-0.4961833274885398,0.7431974504893283,0.375791874602323,6.0668979846057,-3.4396788973496,29.579547636899,29.745041876043,-95.170507200751,-1531874.559365692,-18119338.96247271,10321353.70194695,-1638739.080777315,-18109986.70147901,10321353.70194695,0.33800619729829,542.25530579969,0,3.49424144,0.980202011,1.5261582,34511653.6,87.4488651,3.49,-0.0042414363,1,0,-0.0042414363,-0.0042414363,0.0249779142,-0.0959640859,0.348,0,-0.0869468328,-0.217367082,-0.217512738,-0.217512738,0,-0.0138058594,-1,-1.59670448,0,200.048134,-200.048134,360,30,0.5235,0.5235,0.552719351,0,0,0,100,100,11.4577424,8.51136536,8.51136536,0,0.106209356,-0.106209356,-0.106209356,-0.0518938911,-0.0250166033,-0.217512738,-0.0759119456,-0.0759119456,0.0569339592,0.0569339592,-0.132845905,0,0,9.9,0.33,112760,205.019,1.29953,28.1368,419.708,-17.3135,30.7418,460.021,2565.61,129.155,129.155,29.5795467774221308,-95.1705063550057275,20909027.668103829,-0.51195030703737987
81,-0.4120627010589789,0.1626375930644152,0.3271080233539584,0.999891574052399,0.5771956918008992,-0.8764658300187131,-0.415143610071372,0.1639577623505302,0.3246137386533178,9.040596336,2704432.59,87.9145613002,1303.37916731,87.26182506937297,-5.35106033507374,9.257976423459048,1.964764595181771,-0.8129537787533261,0.03782116569530558,-0.539240786991539,-1.219313940767751,-1.466821506793012,6.552247322503257,0.6973034772905076,-31.96737682817428,87.26182506937297,-5.35106033507374,9.257976423459048,1292.30049335054,-153.7374418249032,-71.56456977181567,-29.23147344323793,-41.86888346155144,-71.56456977181567,-84.13071107607617,-25.33930077571281,-2.985528200591707, 2090.813319,-10.77777821, 13.57681751,-10.77777821,  1504.67344, 4.016926883, 13.57681751, 4.016926883, 3145.725369,77.02819151,2478.308808,45.48780298089069,4.230304135615483,35.41065702262998,542.55407007039,542.55180675833,-1.715385039920933,8.106742037950303,200.0707272229653,-0.1748425324060372,-0.06699449928427156,-0.02701913079643506,0.9819428662088741,0.246137796200857,-0.4938891948150377,0.7446948400931417,0.3753921198759896,0.2450280763880548,-0.4960863499314966,0.7432329883879218,0.3761174021036165,6.0560971518636,-3.4895561443621,29.579524612241,29.745018769997,-95.170515177818,-1531745.326591868,-18119354.33026826,10321346.55294647,-1638742.001091027,-18109990.88197472,10321346.55294647,0.33842400471152,542.55180675833,0,3.49489293,0.980191469,1.52615817,34511656.6,87.4488629,3.49,-0.0048929269,1,0,-0.0048929269,-0.0048929269,0.02504619,-0.0936597938,0.348,0,-0.0863231874,-0.215807969,-0.215970382,-0.215970382,0,-0.012271875,-1,-1.60774887,0,200.085465,-200.085465,360,30,0.5235,0.5235,0.553439117,0,0,0,100,100,11.4574459,8.47191773,8.47191773,0,0.105908189,-0.105908189,-0.105908189,-0.0517467413,-0.0250166033,-0.215970382,-0.0753736633,-0.0753736633,0.0565302475,0.0565302475,-0.131903911,0,0,9.9,0.33,112788,205.069,1.29953,28.1366,419.692,-17.6268,30.6974,460.195,2566.34,129.154,129.154,29.5795237522015277,-95.1705143321554488,20909027.9886722192,-0.41514361007137196
81.1,-0.3097573019836585,0.2207525153288245,0.2377322374022221,1.048133530437786,0.5867537257482497,-0.912085325611297,-0.312836726566568,0.2220758160328252,0.2352377789560939,9.081519496,2710539.019,88.1137030889,1303.34925922,87.45755352978873,-5.426043157008841,9.260618677336474,1.949261126093356,-0.6722552575358236,0.02425487567313667,-0.5232403722196617,-1.304070491366723,-1.392529396864299,6.549094429623248,0.7041762555125075,-32.07725272493224,87.45755352978873,-5.426043157008841,9.260618677336474,1292.247381353696,-153.8636549249681,-71.70754898639528,-29.28681346655916,-42.00398370849255,-71.70754898639528,-84.32408256382926,-25.38223416790796,-3.035780041209817,   2090.8071,-10.77777331, 13.57684531,-10.77777331, 1504.673012, 4.016973693, 13.57684531, 4.016973693, 3145.719412,77.02812509,2478.306671,45.48780081461922,4.230307783413436,35.41063633658155,542.85504591465,542.85278135032,-1.74794005197681,8.126542557793538,200.0990662898525,-0.175104845348643,-0.06710779871074338,-0.02734454014153862,0.9818793778321623,0.2457634211757602,-0.4938435048426943,0.7447390998691799,0.3756096466582208,0.2446516884368863,-0.4960435008996845,0.7432755743090561,0.376334714311221,6.0443559249027,-3.5305087026656,29.579501534328,29.744995610477,-95.170523168783,-1531616.099211468,-18119369.7102525,10321339.38927863,-1638744.927018266,-18109995.0755474,10321339.38927863,0.33884181212474,542.85278135032,-6.5251399043256e-09,3.49538754,0.980180769,1.52615813,34511659.5,87.4488608,3.49,-0.00538753692,1,0,-0.00538753692,-0.00538753692,0.0251197721,-0.0911966099,0.348,0,-0.0856383959,-0.21409599,-0.21427272,-0.21427272,0,-0.0138058594,-1,-1.60974225,0,200.113806,-200.113806,360,30,0.5235,0.5235,0.554007309,0,0,0,100,100,11.457145,8.42136491,8.42136491,0,0.105496548,-0.105496548,-0.105496548,-0.0515456134,-0.0250166033,-0.21427272,-0.0747811791,-0.0747811791,0.0560858844,0.0560858844,-0.130867063,0,0,9.9,0.33,112816,205.12,1.29953,28.1364,419.676,-17.8969,30.6476,460.369,2567.07,129.153,129.153,29.5795006739657325,-95.1705223231222988,20909028.3138436861,-0.312836726566568024
81.2,-0.2032406048108808,0.2799556723378557,0.1453427840402698,1.082860431725869,0.5983408934331372,-0.9356522229553663,-0.2063184983596263,0.2812811614379855,0.1428475979945962,9.121987983,2716563.812,88.3102057234,1303.3214529,87.65159770580533,-5.486499475100032,9.262190780091487,1.931094633369372,-0.5222707089243466,0.01647077929908392,-0.5087575048020332,-1.38416782277347,-1.316600811711872,6.545998456164205,0.7093380915176417,-32.1838209832351,87.65159770580533,-5.486499475100032,9.262190780091487,1292.195795498096,-153.9981035161024,-71.84302194129319,-29.34067905935261,-42.14732714652679,-71.84302194129322,-84.51494397681624,-25.4229562007046,-3.096768885482129, 2090.800879,-10.77776841, 13.57687311,-10.77776841, 1504.672584, 4.017020516, 13.57687311, 4.017020516, 3145.713454,77.02805865,2478.304533,45.48779864773456,4.230311432243951,35.41061564467763,543.16158640757,543.15932056756,-1.77137497911798,8.151934641062979,200.1180416246191,-0.1752817705555504,-0.0672850726114473,-0.0275948097424981,0.981828674662672,0.2454256757293181,-0.4938536118138512,0.7447908550753569,0.375714559190006,0.2443122617275526,-0.4960564710749038,0.7433254907577034,0.3764395184675762,6.0320898879083,-3.5619421228358,29.579478403807,29.744972398123,-95.17053117292,-1531486.877064694,-18119385.1032737,10321332.21168682,-1638747.85840454,-18109999.28304617,10321332.21168682,0.33925961953796,543.15932056756,3.2625699636166e-09,3.49571872,0.980169871,1.52615809,34511662.4,87.4488586,3.49,-0.00571871899,1,0,-0.00571871899,-0.00571871899,0.0251976067,-0.0886061694,0.348,0,-0.0849018039,-0.21225451,-0.212443295,-0.212443295,0,-0.012271875,-1,-1.60264302,0,200.132783,-200.132783,360,30,0.5235,0.5235,0.554416326,0,0,0,100,100,11.4568384,8.36006953,8.36006953,0,0.10497757,-0.10497757,-0.10497757,-0.0512920407,-0.0250166033,-0.212443295,-0.0741427098,-0.0741427098,0.0556070324,0.0556070324,-0.129749742,0,0,9.9,0.33,112844,205.17,1.29953,28.1363,419.66,-18.1199,30.5944,460.544,2567.8,129.152,129.152,29.5794775433697268,-95.170530327177957,20909028.6447115168,-0.20631849835962629
81.3,-0.09389523292024464,0.340265477220804,0.05117039232015991,1.103429421744975,0.6082134260131311,-0.9466555524361888,-0.09697155022124818,0.3415921833687935,0.04867390957138524,9.161938815,2722498.126,88.5037839908,1303.2955266,87.84369083561199,-5.531589635044043,9.263221748979852,1.910242766593773,-0.3649787957365502,0.01341072158460221,-0.4959943384956,-1.460350663665565,-1.238532723508357,6.543170730056919,0.7127294840762296,-32.28797238555905,87.84369083561199,-5.531589635044043,9.263221748979852,1292.14557345972,-154.1403605405086,-71.97079890292081,-29.39323024984382,-42.2984858055094,-71.97079890292085,-84.70292625265223,-25.46166481706798,-3.168231314933793, 2090.794656, -10.7777635, 13.57690093, -10.7777635, 1504.672156, 4.017067353, 13.57690093, 4.017067353, 3145.707494,77.02799219,2478.302395,45.48779648023751,4.23031508210567,35.41059494692594,543.47475131229,543.47248417655,-1.785373807639097,8.183012838403856,200.1274005433577,-0.1753709512149733,-0.06752777335385482,-0.02776721538934082,0.9817912257936245,0.2451261934137101,-0.4939207764995092,0.7448504908842407,0.3757035561105753,0.2440114408217006,-0.4961265224445402,0.7433831185569522,0.3764285184729573,6.0196611402305,-3.5833885974357,29.579455221424,29.744949133678,-95.170539189565,-1531357.660006881,-18119400.51013343,10321325.02093072,-1638750.795110237,-18110003.50527329,10321325.02093072,0.33967742695119,543.47248417655,-3.2625699750961e-09,3.49588206,0.980158738,1.52615805,34511665.3,87.4488565,3.49,-0.00588206294,1,0,-0.00588206294,-0.00588206294,0.0252785884,-0.0859216487,0.348,0,-0.0841225535,-0.210306384,-0.210504875,-0.210504875,0,-0.012271875,-1,-1.58654018,0,200.142142,-200.142142,360,30,0.5235,0.5235,0.554660651,0,0,0,100,100,11.4565252,8.28829393,8.28829393,0,0.104353445,-0.104353445,-0.104353445,-0.0509870931,-0.0250166033,-0.210504875,-0.0734662015,-0.0734662015,0.0550996512,0.0550996512,-0.128565853,0,0,9.9,0.33,112871,205.221,1.29953,28.1361,419.645,-18.2927,30.5396,460.719,2568.53,129.151,129.151,29.5794543611668388,-95.1705383436548402,20909028.9823369719,-0.09697155022124819
81.4,0.01683463270613425,0.4013951558234779,-0.04351423976046914,1.109228969727116,0.6141014593842162,-0.9448253315984794,0.01375993842499015,0.402722091917153,-0.04601259904914208,9.20130929,2728333.228,88.6941562335,1303.2712463,88.03356321080784,-5.560678465720571,9.264121835394477,1.8866709231574,-0.2024918148622631,0.01376353297882815,-0.485100989198223,-1.533153791174417,-1.157951567542593,6.540775861743909,0.714313913769611,-32.39035368446433,88.03356321080784,-5.560678465720571,9.264121835394477,1292.096535322452,-154.2900632250214,-72.09064598186978,-29.44464502426697,-42.45709588847419,-72.09064598186983,-84.88765450367305,-25.49857006174748,-3.249982714208997, 2090.788432, -10.7777586, 13.57692875, -10.7777586, 1504.671728, 4.017114203, 13.57692875, 4.017114203, 3145.701532,77.02792571,2478.300256,45.48779431212985,4.230318732995607,35.4105742433434,543.79557822645,543.7933097491,-1.789746375497229,8.219866616133476,200.1270195119414,-0.1753711779115027,-0.06783704933436555,-0.02786014753915381,0.9817672315139855,0.2448656635570791,-0.4940456803342258,0.7449184001845242,0.375574559335923,0.2437499224786255,-0.4962543376905463,0.743448847946983,0.3762996387206416,6.0073522488421,-3.5945152557742,29.579431988028,29.744925817983,-95.170547218114,-1531228.447910517,-18119415.93159396,10321317.81779132,-1638753.737012687,-18110007.74299167,10321317.81779132,0.34009523436441,543.7933097491,0,3.49587541,0.980147332,1.52615802,34511668.2,87.4488543,3.49,-0.00587541269,1,0,-0.00587541269,-0.00587541269,0.0253615543,-0.0831779631,0.348,0,-0.0833104435,-0.208276109,-0.208481819,-0.208481819,0,-0.012271875,-1,-1.56164845,0,200.141761,-200.141761,360,30,0.5235,0.5235,0.554736967,0,0,0,100,100,11.4562044,8.20622171,8.20622171,0,0.103625652,-0.103625652,-0.103625652,-0.0506314934,-0.0250166033,-0.208481819,-0.0727601547,-0.0727601547,0.054570116,0.054570116,-0.127330271,0,0,9.9,0.33,112899,205.271,1.29953,28.1359,419.629,-18.4128,30.4847,460.894,2569.25,129.15,129.15,29.5794311282097446,-95.1705463719507492,20909029.3277582303,0.01375993842499015
81.5,0.1274533431046292,0.4629029250381778,-0.1374250625118901,1.099959050668164,0.615795877416386,-0.9301882561641078,0.1243803221879035,0.4642291011855231,-0.1399258829224903,9.240036297,2734060.389,88.8810408968,1303.24836963,88.22093784186792,-5.573346933056833,9.265169246254906,1.860174378609996,-0.03701108470556613,0.01623445498705323,-0.4761269327109798,-1.602791927989429,-1.074530595408424,6.538777179462936,0.7140870921117697,-32.4913322245166,88.22093784186792,-5.573346933056833,9.265169246254906,1292.048489649443,-154.4468891926424,-72.20229748332839,-29.49511311636132,-42.62283391890648,-72.20229748332842,-85.06874667614102,-25.53389004562301,-3.341890031893049, 2090.782206,-10.77775369, 13.57695658,-10.77775369, 1504.671299, 4.017161065, 13.57695658, 4.017161065, 3145.695569,77.02785922,2478.298117,45.4877921434143,4.230322384909148,35.41055353395616,544.12508909032,544.12281924383,-1.784433599630684,8.262556908066266,200.1169079479657,-0.1752824229555138,-0.06821353138639027,-0.02787312253895154,0.9817566273667681,0.2446439509866471,-0.4942283377118955,0.7449949232492243,0.3753268599248688,0.2435275749221646,-0.4964399323065037,0.7435230185247093,0.3760521703008088,5.9953589226595,-3.5951299876788,29.57940870457,29.744902451985,-95.170555258034,-1531099.240666737,-18119431.36838355,10321310.60307464,-1638756.684007689,-18110011.9969301,10321310.60307464,0.34051304177764,544.12281924383,0,3.49569893,0.980135617,1.52615798,34511671.2,87.4488521,3.49,-0.0056989326,1,0,-0.0056989326,-0.0056989326,0.025445309,-0.0804109787,0.348,0,-0.082475286,-0.206188215,-0.206398734,-0.206398734,0,-0.0107378906,-1,-1.52831121,0,200.131649,-200.131649,360,30,0.5235,0.5235,0.554644242,0,0,0,100,100,11.4558749,8.11398488,8.11398488,0,0.102795248,-0.102795248,-0.102795248,-0.0502257581,-0.0250166033,-0.206398734,-0.072033158,-0.072033158,0.0540248685,0.0540248685,-0.126058027,0,0,9.9,0.33,112927,205.321,1.29953,28.1358,419.614,-18.4785,30.4308,461.068,2569.97,129.149,129.149,29.579407845451712,-95.1705544115323079,20909029.6819967553,0.124380322187903486
81.6,0.2364612564791284,0.5244121310914237,-0.2292922134359663,1.075833163177524,0.6131634931461388,-0.9029167730617937,0.2333899646611058,0.525736567713919,-0.2317960779802333,9.278051785,2739670.212,89.064134691,1303.22665397,88.40550515357717,-5.569398141963859,9.266528537090544,1.830588614715011,0.1292119077756027,0.01983922955006889,-0.4690969820688542,-1.669338026406219,-0.9881387088833335,6.537171212605502,0.7120620937043927,-32.59104984020132,88.40550515357717,-5.569398141963859,9.266528537090544,1292.001245973264,-154.6105209421486,-72.30545514549624,-29.54482330771089,-42.79538129483552,-72.30545514549625,-85.24579480653972,-25.56784149211001,-3.443840514200302, 2090.775978,-10.77774878, 13.57698442,-10.77774878, 1504.670871, 4.017207941, 13.57698442, 4.017207941, 3145.689604,77.0277927,2478.295977,45.48778997409461,4.230326037840046,35.41053281879967,544.46429376677,544.46202250227,-1.769510322992273,8.311111667787326,200.0972084376616,-0.1751058447426636,-0.06865728933527648,-0.02780680170295425,0.9817590852837283,0.2444601115856243,-0.4944680862261435,0.745080328444234,0.3749611576054668,0.2433434532550229,-0.4966826447797409,0.743605899993615,0.3756868105579541,5.9838044688722,-3.585184327838,29.579385372111,29.744879036741,-95.17056330886,-1530970.03818581,-18119446.82119861,10321303.37761501,-1638759.636010003,-18110016.26778538,10321303.37761501,0.34093084919086,544.46202250227,0,3.49535511,0.980123559,1.52615794,34511674.1,87.44885,3.49,-0.00535511129,1,0,-0.00535511129,-0.00535511129,0.02552867,-0.0776561355,0.348,0,-0.0816263209,-0.204065802,-0.204278876,-0.204278876,0,-0.012271875,-1,-1.48699077,0,200.111948,-200.111948,360,30,0.5235,0.5235,0.554383781,0,0,0,100,100,11.4555357,8.01169519,8.01169519,0,0.10186316,-0.10186316,-0.10186316,-0.0497703399,-0.0250166033,-0.204278876,-0.0712933277,-0.0712933277,0.0534699958,0.0534699958,-0.124763324,0,0,9.9,0.33,112954,205.371,1.29953,28.1356,419.598,-18.4888,30.3789,461.242,2570.69,129.148,129.148,29.5793845139514033,-95.170562461935944,20909030.0460608304,0.233389964661105842
81.7,0.3423880183608294,0.5854110556308583,-0.3178593922222851,1.037148310874203,0.6052404896217661,-0.8632572392916271,0.3393185184711584,0.5867327964331948,-0.3203668760474064,9.315292741,2745154.105,89.2431604692,1303.20584985,88.5869688951875,-5.548864382265549,9.268265024045398,1.79806771736132,0.2938652490812219,0.02354643355796782,-0.464092151217895,-1.732908231769002,-0.8989859273094787,6.536227352946328,0.708256958605091,-32.68948252290841,88.5869688951875,-5.548864382265549,9.268265024045398,1291.954603871922,-154.7806594904214,-72.39983465378636,-29.59397443305402,-42.97443786584971,-72.39983465378636,-85.41841260792918,-25.60064947410779,-3.555731228743767, 2090.769748,-10.77774387, 13.57701226,-10.77774387, 1504.670442,  4.01725483, 13.57701226,  4.01725483, 3145.683637,77.02772617,2478.293836,45.48778780417544,4.23032969178038,35.41051209791883,544.81419143453,544.81191870994,-1.745183597911788,8.365524810431049,200.0681950270757,-0.1748437748048973,-0.0691678278851308,-0.02766297703179837,0.9817740196701915,0.2443124098891566,-0.4947635918051489,0.7451748118685595,0.3744795513173953,0.2431958170571786,-0.4969811417237878,0.7436976918010405,0.3752056536709119,5.9727467158641,-3.5647742046349,29.57936199182,29.744855573416,-95.170571370195,-1530840.840397483,-18119462.29070466,10321296.14227622,-1638762.592953708,-18110020.55622336,10321296.14227622,0.34134865660409,544.81191870994,-3.262570021262e-09,3.49484873,0.98011112,1.5261579,34511677,87.4488478,3.49,-0.00484873174,1,0,-0.00484873174,-0.00484873174,0.0256104681,-0.0749485302,0.348,0,-0.0807729373,-0.201932343,-0.202145524,-0.202145524,0,-0.012271875,-1,-1.43825532,0,200.082932,-200.082932,360,30,0.5235,0.5235,0.5539592,0,0,0,100,100,11.4551858,7.89945458,7.89945458,0,0.100830253,-0.100830253,-0.100830253,-0.0492656617,-0.0250166033,-0.202145524,-0.0705487878,-0.0705487878,0.0529115908,0.0529115908,-0.123460379,0,0,9.9,0.33,112981,205.42,1.29953,28.1355,419.583,-18.4433,30.3293,461.414,2571.4,129.147,129.147,29.5793611348742047,-95.170570522768557,20909030.4209469669,0.339318518471158403
81.8,0.4437858136543147,0.6454113162538306,-0.4019119802054805,0.984145065278699,0.5929673771931016,-0.8117680674701536,0.4407181767811592,0.6467294409856128,-0.4044236439290743,9.351698321,2750503.847,89.4178531298,1303.1857075,88.7650315186895,-5.512008544878487,9.270350567096244,1.762524492187039,0.454655791028743,0.02656198894855422,-0.4610712979760621,-1.793325186259445,-0.8072349090128483,6.535939423967073,0.7027296861250596,-32.78640631264661,88.7650315186895,-5.512008544878487,9.270350567096244,1291.908362507465,-154.9569994041996,-72.4851671265874,-29.64276569365696,-43.15969702177325,-72.48516712658741,-85.58622401765686,-25.63254001181275,-3.677446028412781, 2090.763517,-10.77773896, 13.57704011,-10.77773896, 1504.670014, 4.017301732, 13.57704011, 4.017301732, 3145.677669,77.02765962,2478.291695,45.48778563366253,4.230333346720535,35.41049137136818,545.17577049136,545.17349626257,-1.711789607397746,8.425746257659725,200.0302709394334,-0.1744997007282768,-0.06974401118333948,-0.0274445332536343,0.9818006034548412,0.2441984011281318,-0.495112829378846,0.7452784825331082,0.3738855580844028,0.2430822123475743,-0.4973333985001784,0.7437985083869432,0.3746122097554084,5.9621833894744,-3.5341396418226,29.579338564971,29.74483206328,-95.170579441715,-1530711.647251676,-18119477.77753726,10321288.89794966,-1638765.554792893,-18110024.86287975,10321288.89794966,0.34176646401731,545.17349626257,0,3.49418683,0.980098266,1.52615786,34511680,87.4488456,3.49,-0.00418683155,1,0,-0.00418683155,-0.00418683155,0.0256895332,-0.0723232651,0.348,0,-0.0799249366,-0.199812342,-0.200023247,-0.200023247,0,-0.0107378906,-1,-1.38277853,0,200.045005,-200.045005,360,30,0.5235,0.5235,0.553376365,0,0,0,100,100,11.4548242,7.7773782,7.7773782,0,0.0996976003,-0.0996976003,-0.0996976003,-0.0487122475,-0.0250166033,-0.200023247,-0.0698081132,-0.0698081132,0.0523560849,0.0523560849,-0.122164198,0,0,9.9,0.33,113008,205.469,1.29953,28.1353,419.568,-18.3426,30.2822,461.586,2572.1,129.146,129.146,29.5793377094865164,-95.1705785937096778,20909030.8076397963,0.440718176781159154
