Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
9.1,0.3329758740510428,-0.1831036169135365,-14.04568676801347,-0.006435269019851141,-0.04346268165521382,-0.8168320176110598,0.3353958209856182,-0.1804084480134997,-14.04776912842622,1.118578635,956060.8248,30.6809763081,1303.21532951,30.67176085389902,0.5823632376769332,0.4756536512526068,4.69038942085552,0.33873269748279,0.09890644404364637,-8.425851032958938,-0.2618551295930738,-1.934925246482442,5.343314507347401,-7.739431193878569,-31.9232280365838,30.67176085389902,0.5823632376769332,0.4756536512526068,1298.755200763713,-106.228903590553,17.90373177736588,-21.70351966404138,12.23666334635501,17.90373177736588,20.62205332389904,-22.71680469607205,-0.002884805602193563, 2095.314658,-10.78132404, 13.55670972,-10.78132404, 1504.982988, 3.983067257, 13.55670972, 3.983067257, 3150.036802,77.07626719,2479.855597,45.48936994299324,4.227665518416132,35.42562017680329,4.3194298744202,4.3194118481084,0.9882282791801177,0.9124782339218717,311.1606785162846,0.9104507379351374,0.01114392236608156,0.003685068014042872,-0.413450948797308,-0.1642782584814551,0.3350117355751204,0.798102829307426,0.4730873753005118,-0.1644352156795857,0.3347469136186272,0.7982139393322921,0.473032843175646,0.88846422767655,1.0876107484378,29.594205560452,29.759754365985,-95.163961527508,-1624373.205424348,-18108146.06851227,10325732.0593876,-1636389.09510759,-18107064.17612999,10325732.0593876,0.038020474603389,4.3194118481084,0,5.43377834,0.999479307,1.52619488,34509338,87.4509667,3.49,-1.94377834,1,0,-0.523,-0.523,-0.540247837,-0.174,0.348,0,-0.179812231,-0.449530578,-0.449532515,-0.449532515,-0.449532515,0.0107378906,-1,0.894870273,0,311.183599,-311.183599,360,30,0.5235,0.39021704,0.372969203,0,0,0,-4.31941199,-4.31635352,-0.517775981,-0.520660787,0,0,0,-0,0,0,0.002,-0.449532515,-0.156886848,-0.156886848,0.117665136,0.117665136,-0.274551984,0,0,9.9,0.33,110737,201.34,1.29953,28.621,427.982,-5.74898,2.54167,447.768,2470.79,129.928,129.928,29.5942052716307131,-95.1639628102806938,20908474.2640156411,0.335395820985618209
9.2,0.3323298839298193,-0.187459023726232,-14.12383857954734,-0.009438797901736334,-0.04116266893234843,-0.7398278107194061,0.334682206641426,-0.1847064154362306,-14.1259232926971,1.15302956,970671.9566,31.1498627867,1302.37304303,31.13997938101444,0.6163265602824008,0.4855690982720802,4.673851661641567,0.3440264150906769,0.09921149823549523,-8.474407092977307,-0.4205033569264187,-2.218505250655574,5.339200248771439,-7.897518698260865,-31.91881639537484,31.13997938101444,0.6163265602824008,0.4855690982720802,1297.910076367768,-106.2630028983413,17.69607520395429,-22.5493586137698,12.19382221092759,17.6960752039543,20.38281511898768,-23.55535588295088,-0.002946321455485346, 2095.308593,-10.78131926,  13.5567368,-10.78131926, 1504.982571, 3.983112856,  13.5567368, 3.983112856, 3150.030992,77.07620241,2479.853513,45.48936783274085,4.227669071883215,35.42560002568936,4.3197197392583,4.3197017092277,0.9989953962700739,0.9183978890302339,309.7521719969648,0.9052985222453939,0.01129536560245485,0.003554690047110609,-0.4246108389041456,-0.1584205656450623,0.3252075228051339,0.8023232601805429,0.4747845592107141,-0.1585798171753547,0.3249383753742036,0.8024323017706603,0.4747313923355445,0.89334694575223,1.1337197663789,29.594211179488,29.75976000429,-95.163968818603,-1624243.372119889,-18108156.69297376,10325733.83961374,-1636391.307710805,-18107062.95447206,10325733.83961374,0.038438282016613,4.3197017092277,9.787687997332e-09,5.40919527,0.999479297,1.52619481,34509340.2,87.4509626,3.49,-1.91919527,1,0,-0.523,-0.523,-0.540435759,-0.174,0.348,0,-0.179801388,-0.449503471,-0.4495067,-0.4495067,-0.4495067,0.00920390625,-1,0.903276493,0,309.774989,-309.774989,360,30,0.5235,0.396717336,0.379281577,0,0,0,-4.31970185,-4.31665855,-0.517812558,-0.52075888,0,0,0,-0,0,0,0.002,-0.4495067,-0.156877838,-0.156877838,0.117658379,0.117658379,-0.274536217,0,0,9.9,0.33,110736,201.338,1.29953,28.6216,427.997,-5.59928,2.58415,447.615,2470.68,129.927,129.927,29.5942108633905896,-95.1639700925953633,20908474.258501038,0.334682206641426006
9.3,0.3313862808385961,-0.1915830514112085,-14.19427695621854,-0.01245653059662332,-0.03888275475252562,-0.6625627913010143,0.3336692060570337,-0.188774384321606,-14.19636404631754,1.187881099,985232.5393,31.6171271071,1301.52752572,31.60654415652383,0.6508128285493715,0.4955155404984737,4.657317823604613,0.3488922669815411,0.09953455184349119,-8.509920495626655,-0.581144159453296,-2.503510709784642,5.335206293488262,-8.052451112812268,-31.91445243249213,31.60654415652383,0.6508128285493715,0.4955155404984737,1297.060746605913,-106.3130695978497,17.45998405203954,-23.39941468547178,12.13503505503066,17.45998405203954,20.11082097360345,-24.39667184703667,-0.003010423644772553, 2095.302527,-10.78131449, 13.55676388,-10.78131449, 1504.982154, 3.983158454, 13.55676388, 3.983158454, 3150.025182,77.07613763,2479.851429,45.48936572251925,4.227672625298471,35.42557987486933,4.3200158886611,4.3199978605951,1.009419087415119,0.9242840543321869,308.336195010943,0.8999811366021223,0.01144266953672571,0.00342144163330552,-0.4357652037638792,-0.1525046929761503,0.3153035287063874,0.8064432321187206,0.4764192657475783,-0.1526662300451925,0.3150300591145038,0.8065500999312445,0.4763675265580137,0.89818815069796,1.1794702906329,29.594216728481,29.759765572313,-95.163976374432,-1624113.623549016,-18108167.32164191,10325735.59765369,-1636393.605119643,-18107061.73789389,10325735.59765369,0.038856089429837,4.3199978605951,3.2625626630291e-09,5.38448181,0.999479286,1.52619474,34509342.6,87.4509584,3.49,-1.89448181,1,0,-0.523,-0.523,-0.540617687,-0.174,0.348,0,-0.179785352,-0.449463381,-0.449467911,-0.449467911,-0.449467911,0.0107378906,-1,0.911329277,0,308.358907,-308.358907,360,30,0.5235,0.402900608,0.385282922,0,0,0,-4.319998,-4.31696243,-0.517848998,-0.520859422,0,0,0,-0,0,0,0.002,-0.449467911,-0.156864301,-0.156864301,0.117648226,0.117648226,-0.274512526,0,0,9.9,0.33,110735,201.337,1.29953,28.6222,428.011,-5.44351,2.62632,447.473,2470.6,129.926,129.926,29.5942163851607525,-95.1639776388294507,20908474.2530642897,0.333669206057033652
9.4,0.3301450523012195,-0.1954742468719206,-14.25698170569649,-0.0154498281716247,-0.03655042487142091,-0.5851668651632346,0.3323568664254734,-0.1926109919468737,-14.25907119198944,1.223127838,999742.5691,32.082769143,1300.68012009,32.07145550121493,0.6857790082932596,0.5054948732100737,4.640788383548812,0.3533139877312061,0.09987820201168367,-8.532199026252577,-0.743430227551976,-2.789317619501212,5.331312232834431,-8.204028678532055,-31.9101412770825,32.07145550121493,0.6857790082932596,0.5054948732100737,1296.208525821687,-106.3792856911157,17.19534682806198,-24.25237412674702,12.06011909395665,17.19534682806198,19.80594242581428,-25.23942770820935,-0.003077153012854494, 2095.296462,-10.78130971, 13.55679096,-10.78130971, 1504.981737, 3.983204053, 13.55679096, 3.983204053, 3150.019372,77.07607284,2479.849344,45.48936361230771,4.227676178696761,35.42555972414551,4.3203185796738,4.3203005469078,1.019481306472251,0.9301402096983016,306.9135201984832,0.8945002281009867,0.01158564237471795,0.00328559271361786,-0.4469052692669536,-0.1465344835057976,0.3053058892735256,0.8104579409267026,0.4779894194513518,-0.1466982959256928,0.3050281035799516,0.8105625306308375,0.4779391697028493,0.90299377891177,1.2248081025267,29.594222198437,29.759771061026,-95.163984195659,-1623983.960066709,-18108177.95612282,10325737.33065788,-1636395.987690292,-18107060.52799949,10325737.33065788,0.039273896843061,4.3203005469078,3.2625626603199e-09,5.35965145,0.999479275,1.52619466,34509344.9,87.4509541,3.49,-1.86965145,1,0,-0.523,-0.523,-0.540793305,-0.174,0.348,0,-0.179764121,-0.449410302,-0.449416126,-0.449416126,-0.449416126,0.0107378906,-1,0.919013433,0,306.936128,-306.936128,360,30,0.5235,0.408782318,0.390989013,0,0,0,-4.32030068,-4.31726589,-0.517885388,-0.520962541,0,0,0,-0,0,0,0.002,-0.449416126,-0.156846228,-0.156846228,0.117634671,0.117634671,-0.274480899,0,0,9.9,0.33,110736,201.338,1.29953,28.6228,428.024,-5.28193,2.66821,447.34,2470.54,129.925,129.925,29.5942218279799611,-95.1639854496453808,20908474.2477149963,0.332356866425473407
9.5,0.328611021632104,-0.199125048394035,-14.31194572613732,-0.01836974613450305,-0.03412261955005302,-0.5077710793259821,0.3307500757661205,-0.1962087632458974,-14.31403762283673,1.258764393,1014202.048,32.5467889489,1299.8321857,32.53471406945162,0.7211805577094932,0.5155093688745058,4.624269340519005,0.357278246969444,0.1002472541415028,-8.541104738469112,-0.9070020543143542,-3.075286813759041,5.327502066303037,-8.352057178830378,-31.90588928586722,32.53471406945162,0.7211805577094932,0.5155093688745058,1295.354744879924,-106.4617978013209,16.90211523215594,-25.1069066459403,11.96892686242798,16.90211523215595,19.46812407250493,-26.08228529264401,-0.003146088039963413, 2095.290396,-10.78130494, 13.55681804,-10.78130494,  1504.98132, 3.983249651, 13.55681804, 3.983249651, 3150.013562,77.07600806,2479.84726,45.48936150208968,4.227679732105974,35.42553957335974,4.3206280581653,4.320610029176,1.029164421575186,0.9359692655546918,305.4849216378249,0.8888577856175078,0.01172410374007237,0.003147418946816375,-0.458022353267399,-0.1405138725110055,0.2952208991063146,0.814362842841505,0.4794930995978177,-0.1406799487226799,0.2949388060959175,0.8144650512629461,0.4794444002773897,0.9077700705732,1.2696793026907,29.594227580333,29.759776461378,-95.163992282527,-1623854.381895642,-18108188.59803906,10325739.03576876,-1636398.455646688,-18107059.32640943,10325739.03576876,0.039691704256285,4.320610029176,0,5.3347177,0.999479264,1.52619458,34509347.4,87.4509497,3.49,-1.8447177,1,0,-0.523,-0.523,-0.540962308,-0.174,0.348,0,-0.179737767,-0.449344419,-0.449351511,-0.449351511,-0.449351511,0.0107378906,-1,0.926315379,0,305.507424,-305.507424,360,30,0.5235,0.414377174,0.396414866,0,0,0,-4.32061016,-4.31756961,-0.517921807,-0.521067895,0,0,0,-0,0,0,0.002,-0.449351511,-0.156823678,-0.156823678,0.117617758,0.117617758,-0.274441436,0,0,9.9,0.33,110737,201.341,1.29953,28.6234,428.037,-5.11482,2.7098,447.213,2470.5,129.924,129.924,29.5942271828616157,-95.1639935252881202,20908474.2424627878,0.330750075766120588
9.6,0.3267920967364542,-0.2025252633330965,-14.35917499322463,-0.02120337280632252,-0.03160506165494983,-0.4305024785561256,0.3288568114994412,-0.1995575881700188,-14.36126930946829,1.294785457,1028610.998,33.0091872567,1298.98509352,32.99632134492519,0.7569716192835472,0.5255616233544504,4.607771150925735,0.3607726385816115,0.1006427775848223,-8.536556242359936,-1.071494965688135,-3.36076778699853,5.323763551455483,-8.496350814802884,-31.9017082239027,32.99632134492519,0.7569716192835472,0.5255616233544504,1294.500745619911,-106.5607163067355,16.58030548080598,-25.9616709568152,11.8613470838317,16.58030548080598,19.09738489963615,-26.92389873324457,-0.003216683076829208, 2095.284331,-10.78130016, 13.55684512,-10.78130016, 1504.980903,  3.98329525, 13.55684512,  3.98329525, 3150.007753,77.07594328,2479.845176,45.48935939185193,4.227683285548391,35.42551942238568,4.3209445178509,4.320926480321,1.038451618149499,0.9417741014755934,304.0511735384072,0.8830561348586349,0.01185789011837305,0.003007203601257069,-0.469107887225284,-0.1344468824021526,0.2850549930786871,0.8181536668415688,0.4809285437223981,-0.1346152095027163,0.2847686042327079,0.8182533921034183,0.4808814549607259,0.91252344402933,1.3140305737267,29.594232865145,29.759781764313,-95.164000634855,-1623724.889124807,-18108199.24902607,10325740.71012717,-1636401.009079142,-18107058.13475719,10325740.71012717,0.040109511669509,4.320926480321,0,5.30969407,0.999479252,1.5261945,34509350,87.4509451,3.49,-1.81969407,1,0,-0.523,-0.523,-0.5411244,-0.174,0.348,0,-0.17970643,-0.449266076,-0.449274399,-0.449274399,-0.449274399,0.00920390625,-1,0.933223273,0,304.07357,-304.07357,360,30,0.5235,0.419699164,0.401574764,0,0,0,-4.32092662,-4.31787421,-0.517958332,-0.521175015,0,0,0,-0,0,0,0.002,-0.449274399,-0.156796765,-0.156796765,0.117597574,0.117597574,-0.274394339,0,0,9.9,0.33,110739,201.344,1.29953,28.624,428.049,-4.94246,2.75112,447.092,2470.47,129.923,129.923,29.5942324408139008,-95.1640018655817244,20908474.2373172492,0.328856811499441126
9.7,0.3246971707596133,-0.2056669380155632,-14.39868787852705,-0.02394376655450851,-0.02901942955083618,-0.3534848910628753,0.3266860408284505,-0.2026495912769263,-14.40078461836847,1.331185827,1042969.476,33.4699658797,1298.14022023,33.45628004947253,0.7931051307991392,0.5356542617761626,4.591307967161987,0.3637861428963305,0.1010651599629555,-8.518528259568996,-1.236536445900238,-3.645105486172496,5.32008756435746,-8.636732059913323,-31.89760948125362,33.45628004947253,0.7931051307991392,0.5356542617761626,1293.647875210597,-106.6761147548241,16.22999913517268,-26.81532042134832,11.7373052596457,16.22999913517269,18.69381904065932,-27.76292014262036,-0.003288610798504843, 2095.278265,-10.78129539,  13.5568722,-10.78129539, 1504.980486,  3.98334085,  13.5568722,  3.98334085, 3150.001943,77.07587849,2479.843091,45.48935728158392,4.227686839041789,35.42549927112252,4.3212681077421,4.3212500700015,1.047327080722625,0.9475576536859961,302.6130489651898,0.8770979320949678,0.01198685685545543,0.002865236494172289,-0.4801534371399319,-0.1283376135035818,0.2748147298393028,0.8218264254560964,0.4822941505405301,-0.1285081772776073,0.2745240592973285,0.8219235671164994,0.4822487315257484,0.91725997124656,1.3578092827882,29.594238043863,29.759786960789,-95.16400925204,-1623595.481708698,-18108209.91072848,10325742.35087883,-1636403.647943524,-18107056.95468557,10325742.35087883,0.040527319082733,4.3212500700015,0,5.28459406,0.999479241,1.52619442,34509352.6,87.4509404,3.49,-1.79459406,1,0,-0.523,-0.523,-0.541279306,-0.174,0.348,0,-0.179670262,-0.449175655,-0.44918517,-0.44918517,-0.44918517,0.0107378906,-1,0.939726322,0,302.63534,-302.63534,360,30,0.5235,0.424761598,0.406482292,0,0,0,-4.32125021,-4.31818028,-0.517995034,-0.521283644,0,0,0,-0,0,0,0.002,-0.44918517,-0.156765624,-0.156765624,0.117574218,0.117574218,-0.274339842,0,0,9.9,0.33,110742,201.348,1.29953,28.6246,428.061,-4.76517,2.79217,446.976,2470.45,129.921,129.921,29.5942375928601145,-95.1640104699279448,20908474.2322879136,0.326686040828450541
9.8,0.3223343550651805,-0.208545437638212,-14.43051487046588,-0.02661377353232517,-0.02641367966540638,-0.2768352521241093,0.324245953414959,-0.2054802113365009,-14.43261403289955,1.367960443,1057277.582,33.9291280433,1297.29894235,33.91459447519454,0.8295329255994464,0.5457897810612602,4.574896943670142,0.3663083526711315,0.1015114433157971,-8.487052080099675,-1.401750625356042,-3.927644191202762,5.316467402010836,-8.773032836103273,-31.89360602396493,33.91459447519454,0.8295329255994464,0.5457897810612602,1292.797480517033,-106.8080292672013,15.85134333968244,-27.66650868125135,11.59676426829526,15.85134333968245,18.25759602813508,-28.59800527568957,-0.003361802902410727, 2095.272199,-10.78129061, 13.55689928,-10.78129061, 1504.980069,  3.98338645, 13.55689928,  3.98338645, 3149.996133,77.07581371,2479.841007,45.48935517127721,4.227690392600338,35.4254791194899,4.3215989619493,4.3215809254628,1.055776001795426,0.9533227158965841,301.1713186061088,0.8709861566479382,0.01211087754366872,0.002721811331994827,-0.4911507236234603,-0.1221902321303587,0.2645067764951749,0.8253774238725775,0.4835884826187741,-0.1223630170850518,0.2642118410086884,0.8254718830591388,0.483544791513095,0.921985128497,1.400963558291,29.594243107512,29.759792041803,-95.164018133053,-1623466.15946706,-18108220.58479639,10325743.95518087,-1636406.372061003,-18107055.78784294,10325743.95518087,0.040945126495957,4.3215809254628,-3.2625626499641e-09,5.25943112,0.999479229,1.52619434,34509355.4,87.4509356,3.49,-1.76943112,1,0,-0.523,-0.523,-0.541426767,-0.174,0.348,0,-0.179629409,-0.449073522,-0.449084196,-0.449084196,-0.449084196,0.0107378906,-1,0.945814449,0,301.193503,-301.193503,360,30,0.5235,0.429577133,0.411150366,0,0,0,-4.32158106,-4.31848837,-0.518031977,-0.52139378,0,0,0,-0,0,0,0.002,-0.449084196,-0.156730384,-0.156730384,0.117547788,0.117547788,-0.274278173,0,0,9.9,0.33,110744,201.353,1.29953,28.6251,428.072,-4.58326,2.83297,446.863,2470.44,129.92,129.92,29.5942426300592452,-95.1640193373063141,20908474.2273842618,0.324245953414958932
9.9,0.3197102897541499,-0.2111589672709261,-14.45469836166082,-0.02922241554492766,-0.02379447900133189,-0.2006753133515303,0.3215432715720536,-0.2080477220593124,-14.45679994067265,1.405104413,1071535.471,34.3866786533,1296.4626306,34.37127075246993,0.8662058165884332,0.5559704549016518,4.558557576529648,0.3683303458025939,0.1019805627376381,-8.442214259044128,-1.566756059227193,-4.207733711513399,5.312898091808174,-8.905093952146393,-31.8897073205528,34.37127075246993,0.8662058165884332,0.5559704549016518,1291.950902496278,-106.9564581006847,15.44455056685132,-28.5138952601032,11.43972480817817,15.44455056685132,17.78896054098144,-29.42781914899099,-0.003436378154564435, 2095.266133,-10.78128584, 13.55692636,-10.78128584, 1504.979652, 3.983432052, 13.55692636, 3.983432052, 3149.990323,77.07574892,2479.838922,45.48935306092511,4.227693946235317,35.42545896742385,4.321937199682,4.3219191576377,1.063784406364418,0.9590716697015006,299.726749569582,0.8647241021110342,0.01222984152481362,0.002577223362464351,-0.5020916411615348,-0.1160089575169221,0.2541378934831363,0.8288032669834358,0.484810269599742,-0.1161839469214439,0.2538387123611851,0.8288949465241526,0.4847683634595937,0.92670367219065,1.4434423344492,29.594248047176,29.759796998405,-95.164027276442,-1623336.922085202,-18108231.27288164,10325745.52020844,-1636409.181118365,-18107054.6358795,10325745.52020844,0.041362933909181,4.3219191576377,-3.2625626475176e-09,5.23421864,0.999479217,1.52619425,34509358.2,87.4509307,3.49,-1.74421864,1,0,-0.523,-0.523,-0.54156654,-0.174,0.348,0,-0.179583985,-0.448959962,-0.448971769,-0.448971769,-0.448971769,0.0107378906,-1,0.951477711,0,299.748828,-299.748828,360,30,0.5235,0.434157812,0.415591272,0,0,0,-4.3219193,-4.31879898,-0.518069222,-0.5215056,0,0,0,-0,0,0,0.002,-0.448971769,-0.156691147,-0.156691147,0.11751836,0.11751836,-0.274209508,0,0,9.9,0.33,110747,201.358,1.29953,28.6257,428.084,-4.39703,2.87351,446.754,2470.44,129.919,129.919,29.5942475435264569,-95.1640284662762639,20908474.2226157114,0.321543271572053646
10,0.3168311678339763,-0.2135059411270638,-14.47129298837702,-0.03175583310233462,-0.02115598398738845,-0.125129617467167,0.3185842740911515,-0.2103506011221978,-14.47339697301556,1.442613043,1085743.352,34.8426245088,1295.6326441,34.82631705514844,0.9030737830306208,0.5661985327488273,4.542311093942953,0.3698444697119374,0.1024712317846791,-8.384156251811334,-1.731171504883731,-4.484732115259057,5.309375911800835,-9.032765997097485,-31.8859229269558,34.82631705514844,0.9030737830306208,0.5661985327488273,1291.109470719617,-107.1213612519624,15.00989790475343,-29.35615103918837,11.26622579726882,15.00989790475343,17.28823173885844,-30.25104153031072,-0.0035123710962085, 2095.260067,-10.78128106, 13.55695344,-10.78128106, 1504.979235, 3.983477654, 13.55695344, 3.983477654, 3149.984512,77.07568413,2479.836838,45.4893509505223,4.227697499955701,35.42543881487349,4.3222829513252,4.3222649068217,1.071339060610324,0.9648063981285397,298.2801041775587,0.858315366148496,0.01234365268314187,0.002431768194041049,-0.5129682767728053,-0.1097980499918518,0.2437149180146712,0.8321008653015105,0.4859584106891928,-0.1099752259205932,0.2434115130619164,0.8321896698513681,0.485918345388702,0.93142000905831,1.4851955628861,29.594252854014,29.759801821726,-95.164036680338,-1623207.769114859,-18108241.97663398,10325747.04316115,-1636412.074668866,-18107053.50044346,10325747.04316115,0.041780741322405,4.3222649068217,-3.2625626451369e-09,5.20896991,0.999479204,1.52619416,34509361.1,87.4509256,3.49,-1.71896991,1,0,-0.523,-0.523,-0.541698394,-0.174,0.348,0,-0.179534102,-0.448835255,-0.448848163,-0.448848163,-0.448848163,0.012271875,-1,0.956706734,0,298.302076,-298.302076,360,30,0.5235,0.438515088,0.419816694,0,0,0,-4.32226505,-4.31911258,-0.518106826,-0.521619197,0,0,0,-0,0,0,0.002,-0.448848163,-0.156648009,-0.156648009,0.117486007,0.117486007,-0.274134016,0,0,9.9,0.33,110750,201.364,1.29953,28.6262,428.095,-4.20683,2.91382,446.647,2470.45,129.918,129.918,29.5942523244533859,-95.1640378549807622,20908474.2179916054,0.318584274091151531
10.1,0.3137044846716086,-0.2155835022400935,-14.48036596299247,-0.03420472515666409,-0.01848335269769985,-0.05032430408945157,0.3153765453396326,-0.2123860496315137,-14.48247233745889,1.480481858,1099901.502,35.2969744579,1294.81032487,35.2797437478288,0.9400861609987778,0.5764763495621086,4.526179983387982,0.3708464823966722,0.1029866848530309,-8.31307210486613,-1.894614284484445,-4.758010272478668,5.305898163897997,-9.155907934299272,-31.88225861378443,35.2797437478288,0.9400861609987778,0.5764763495621086,1290.274497968823,-107.3026605016207,14.54772602387387,-30.19196365959455,11.0763443335875,14.54772602387387,16.75580210442587,-31.06637231534634,-0.003589675520178193, 2095.254001,-10.78127629, 13.55698052,-10.78127629, 1504.978818, 3.983523258, 13.55698052, 3.983523258, 3149.978702,77.07561934,2479.834753,45.48934884006453,4.227701053768623,35.42541866179837,4.3226363658905,4.3226183198355,1.078427488879479,0.9705284141147,296.8321387279157,0.8517638387785261,0.01245222994853569,0.002285741787305778,-0.5237729281884081,-0.1035618005933246,0.2332447458199956,0.8352674399217053,0.4870319761698144,-0.1037411439728294,0.2329371412673614,0.835353276083947,0.4869938063273648,0.93613839374915,1.5261744161114,29.594257519284,29.759806502994,-95.164046342458,-1623078.699975608,-18108252.69769725,10325748.52126952,-1636415.052133649,-18107052.38317724,10325748.52126952,0.042198548735629,4.3226183198355,3.2625626428263e-09,5.18369815,0.999479191,1.52619407,34509364.1,87.4509205,3.49,-1.69369815,1,0,-0.523,-0.523,-0.54182211,-0.174,0.348,0,-0.179479885,-0.448699712,-0.44871369,-0.44871369,-0.44871369,0.012271875,-1,0.961492989,0,296.854004,-296.854004,360,30,0.5235,0.442659857,0.423837747,0,0,0,-4.32261846,-4.31942962,-0.518144841,-0.521734516,0,0,0,-0,0,0,0.002,-0.44871369,-0.156601078,-0.156601078,0.117450808,0.117450808,-0.274051886,0,0,9.9,0.33,110753,201.37,1.29953,28.6268,428.106,-4.01298,2.9539,446.543,2470.46,129.917,129.917,29.5942569641284621,-95.1640475011518134,20908474.2135212123,0.315376545339632608
